"Gene"	"Aliases"	"Aliases3"	"GeneCateg"	"PromoterOf"	"contigV1"	"startV1"	"stopV1"	"strandV1"	"Npaths"	"contigV2"	"startV2"	"stopV2"	"strandV2"	"Qstart"	"Qstop"	"LQueryMapped"	"QueryLength"	"coverage"	"TrimmedCoverage"	"PcIdentity"	"matches"	"mismatches"	"indels"	"unknowns"	"TranslateStart"	"TranslateStop"	"NbOfAA"	"AAchanges"	"NewTargetName"
"rhoptry protein-related (LOC100166739)"	"Control_g45.4"	"Control_g45.3"	"Control"	"None"	"EQ123773"	29368	29316	"-"	1	"GL350746"	34433	34381	"-"	1	53	53	53	100	100	100	53	0	0	0	3	53	17	NA	"Control_g45_4"
"rhoptry protein-related (LOC100166739)"	"Control_g45.5"	"Control_g45.12"	"Control"	"None"	"EQ123773"	17931	17785	"-"	1	"GL350746"	22971	22825	"-"	1	147	147	147	100	100	100	147	0	0	0	3	146	48	NA	"Control_g45_5"
"rhoptry protein-related (LOC100166739)"	"Control_g45.6"	"Control_g45.7"	"Control"	"None"	"EQ123773"	25293	25132	"-"	1	"GL350746"	30479	30318	"-"	1	162	162	162	100	100	100	162	0	0	0	3	161	53	NA	"Control_g45_6"
"rhoptry protein-related (LOC100166739)"	"Control_g45.7"	"Control_g45.2"	"Control"	"None"	"EQ123773"	29760	29596	"-"	1	"GL350746"	34825	34661	"-"	1	165	165	165	100	100	100	165	0	0	0	3	164	54	NA	"Control_g45_7"
"rhoptry protein-related (LOC100166739)"	"Control_g45.8"	"Control_g45.8"	"Control"	"None"	"EQ123773"	24942	24778	"-"	1	"GL350746"	30128	29964	"-"	1	165	165	165	100	100	100	165	0	0	0	3	164	54	NA	"Control_g45_8"
"rhoptry protein-related (LOC100166739)"	"Control_g45.9"	"Control_g45.11"	"Control"	"None"	"EQ123773"	18512	18348	"-"	1	"GL350746"	23552	23388	"-"	1	165	165	165	100	100	100	165	0	0	0	3	164	54	NA	"Control_g45_9"
"rhoptry protein-related (LOC100166739)"	"Control_g45.10"	"Control_g45.10"	"Control"	"None"	"EQ123773"	18940	18758	"-"	1	"GL350746"	23980	23798	"-"	1	183	183	183	100	100	100	183	0	0	0	3	182	60	NA	"Control_g45_10"
"rhoptry protein-related (LOC100166739)"	"Control_g45.11"	"Control_g45.9"	"Control"	"None"	"EQ123773"	20125	19931	"-"	1	"GL350746"	25165	24971	"-"	1	195	195	195	100	100	100	195	0	0	0	3	194	64	NA	"Control_g45_11"
"rhoptry protein-related (LOC100166739)"	"Control_g45.12"	"Control_g45.5"	"Control"	"None"	"EQ123773"	27180	26980	"-"	1	"GL350746"	32245	32045	"-"	1	201	201	201	100	100	100	201	0	0	0	3	200	66	NA	"Control_g45_12"
"rhoptry protein-related (LOC100166739)"	"Control_g45.13"	"Control_g45.6"	"Control"	"None"	"EQ123773"	26719	26513	"-"	1	"GL350746"	31784	31578	"-"	1	207	207	207	100	100	100	207	0	0	0	3	206	68	NA	"Control_g45_13"
"rhomboid-4 CG1697-PB (LOC100162200)"	"Control_g46.1"	"Control_g46.2"	"Control"	"None"	"EQ126678"	2829	2852	"+"	1	"GL350443"	54231	54208	"-"	1	24	24	24	100	100	100	24	0	0	0	NA	NA	NA	NA	"Control_g46_1"
"rhomboid-4 CG1697-PB (LOC100162200)"	"Control_g46.2"	"Control_g46.7"	"Control"	"None"	"EQ126678"	5674	5787	"+"	1	"GL350443"	50825	50712	"-"	1	114	114	114	100	100	100	114	0	0	0	1	114	38	NA	"Control_g46_2"
"rhomboid-4 CG1697-PB (LOC100162200)"	"Control_g46.3"	"Control_g46.5"	"Control"	"None"	"EQ126678"	4248	4387	"+"	1	"GL350443"	52251	52112	"-"	1	140	140	140	100	100	100	140	0	0	0	1	141	47	NA	"Control_g46_3"
"rhomboid-4 CG1697-PB (LOC100162200)"	"Control_g46.4"	"Control_g46.3"	"Control"	"None"	"EQ126678"	2925	3092	"+"	1	"GL350443"	54135	53968	"-"	1	168	168	168	100	100	100	168	0	0	0	1	168	56	NA	"Control_g46_4"
"rhomboid-4 CG1697-PB (LOC100162200)"	"Control_g46.5"	"Control_g46.4"	"Control"	"None"	"EQ126678"	3173	3361	"+"	1	"GL350443"	53887	53699	"-"	1	189	189	189	100	100	100	189	0	0	0	1	189	63	NA	"Control_g46_5"
"rhomboid-4 CG1697-PB (LOC100162200)"	"Control_g46.6"	"Control_g46.6"	"Control"	"None"	"EQ126678"	5327	5540	"+"	1	"GL350443"	51172	50959	"-"	1	214	214	214	100	100	100	214	0	0	0	2	214	71	NA	"Control_g46_6"
"rhomboid-4 CG1697-PB (LOC100162200)"	"Control_g46.7"	"Control_g46.1"	"Control"	"None"	"EQ126678"	984	1217	"+"	1	"GL350443"	56076	55843	"-"	1	234	234	234	100	100	100	234	0	0	0	169	234	22	NA	"Control_g46_7"
"rhomboid-4 CG1697-PB (LOC100162200)"	"Control_g46.8"	"Control_g46.8"	"Control"	"None"	"EQ126678"	5852	6449	"+"	1	"GL350443"	50647	50050	"-"	1	598	598	598	100	100	100	598	0	0	0	1	195	64	NA	"Control_g46_8"
"rho/rac/cdc gtpase-activating protein (LOC100161580)"	"Control_g47.1"	"Control_g47.6"	"Control"	"None"	"EQ113867"	12773	12871	"+"	1	"GL349852"	316793	316695	"-"	1	99	99	99	100	100	100	99	0	0	0	2	97	32	NA	"Control_g47_1"
"rho/rac/cdc gtpase-activating protein (LOC100161580)"	"Control_g47.2"	"Control_g47.9"	"Control"	"None"	"EQ113867"	13500	13606	"+"	1	"GL349852"	316066	315960	"-"	1	107	107	107	100	100	100	107	0	0	0	3	107	35	NA	"Control_g47_2"
"rho/rac/cdc gtpase-activating protein (LOC100161580)"	"Control_g47.3"	"Control_g47.2"	"Control"	"None"	"EQ113867"	11270	11380	"+"	1	"GL349852"	318351	318241	"-"	1	111	111	111	100	100	100	111	0	0	0	3	110	36	NA	"Control_g47_3"
"rho/rac/cdc gtpase-activating protein (LOC100161580)"	"Control_g47.4"	"Control_g47.4"	"Control"	"None"	"EQ113867"	12053	12198	"+"	1	"GL349852"	317513	317368	"-"	1	146	146	146	100	100	100	146	0	0	0	1	144	48	NA	"Control_g47_4"
"rho/rac/cdc gtpase-activating protein (LOC100161580)"	"Control_g47.5"	"Control_g47.3"	"Control"	"None"	"EQ113867"	11498	11688	"+"	1	"GL349852"	318123	317933	"-"	1	191	191	191	100	100	100	191	0	0	0	3	191	63	NA	"Control_g47_5"
"rho/rac/cdc gtpase-activating protein (LOC100161580)"	"Control_g47.6"	"Control_g47.7"	"Control"	"None"	"EQ113867"	12927	13120	"+"	1	"GL349852"	316639	316446	"-"	1	194	194	194	100	100	100	194	0	0	0	2	193	64	NA	"Control_g47_6"
"rho/rac/cdc gtpase-activating protein (LOC100161580)"	"Control_g47.7"	"Control_g47.8"	"Control"	"None"	"EQ113867"	13187	13387	"+"	1	"GL349852"	316379	316179	"-"	1	201	201	201	100	100	100	201	0	0	0	3	200	66	NA	"Control_g47_7"
"rho/rac/cdc gtpase-activating protein (LOC100161580)"	"Control_g47.8"	"Control_g47.5"	"Control"	"None"	"EQ113867"	12488	12706	"+"	1	"GL349852"	317078	316860	"-"	1	219	219	219	100	100	100	219	0	0	0	2	217	72	NA	"Control_g47_8"
"rho/rac/cdc gtpase-activating protein (LOC100161580)"	"Control_g47.9"	"Control_g47.1"	"Control"	"None"	"EQ113867"	9047	9652	"+"	1	"GL349852"	320574	319969	"-"	1	606	606	606	100	100	100	606	0	0	0	224	346	40	NA	"Control_g47_9"
"rho/rac/cdc gtpase-activating protein (LOC100161580)"	"Control_g47.10"	"Control_g47.10"	"Control"	"None"	"EQ113867"	13903	14581	"+"	1	"GL349852"	315663	314985	"-"	1	679	679	679	100	100	100	679	0	0	0	1	171	56	NA	"Control_g47_10"
"retinol dehydrogenase 11 (LOC100166388)"	"Control_g48.1"	"Control_g48.4"	"Control"	"None"	"EQ111329"	14103	13984	"-"	1	"GL349930"	353285	353404	"+"	1	120	120	120	100	100	100	120	0	0	0	3	119	39	NA	"Control_g48_1"
"retinol dehydrogenase 11 (LOC100166388)"	"Control_g48.2"	"Control_g48.3"	"Control"	"None"	"EQ111329"	14327	14169	"-"	1	"GL349930"	353061	353219	"+"	1	159	159	159	100	100	100	159	0	0	0	3	158	52	NA	"Control_g48_2"
"retinol dehydrogenase 11 (LOC100166388)"	"Control_g48.3"	"Control_g48.5"	"Control"	"None"	"EQ111329"	13664	13487	"-"	1	"GL349930"	353724	353901	"+"	1	178	178	178	100	100	100	178	0	0	0	3	176	58	NA	"Control_g48_3"
"retinol dehydrogenase 11 (LOC100166388)"	"Control_g48.4"	"Control_g48.6"	"Control"	"None"	"EQ111329"	13416	13233	"-"	1	"GL349930"	353972	354155	"+"	1	184	184	184	100	100	100	184	0	0	0	2	184	60	NA	"Control_g48_4"
"retinol dehydrogenase 11 (LOC100166388)"	"Control_g48.5"	"Control_g48.2"	"Control"	"None"	"EQ111329"	15183	14983	"-"	1	"GL349930"	352205	352405	"+"	1	201	201	201	100	100	100	201	0	0	0	3	200	66	NA	"Control_g48_5"
"retinol dehydrogenase 11 (LOC100166388)"	"Control_g48.6"	"Control_g48.1"	"Control"	"None"	"EQ111329"	17354	17089	"-"	1	"GL349930"	349984	350249	"+"	1	266	266	266	100	100	100	266	0	0	0	155	265	37	NA	"Control_g48_6"
"repressor (LOC100169627)"	"Control_g49.1"	"Control_g49.1"	"Control"	"None"	"EQ121789"	94411	94481	"+"	1	"GL349668"	744314	744384	"+"	1	71	71	71	100	100	100	71	0	0	0	1	72	24	NA	"Control_g49_1"
"repressor (LOC100169627)"	"Control_g49.2"	"Control_g49.5"	"Control"	"None"	"EQ121789"	95812	95977	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Control_g49_2"
"repressor (LOC100169627)"	"Control_g49.3"	"Control_g49.4"	"Control"	"None"	"EQ121789"	95522	95705	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Control_g49_3"
"repressor (LOC100169627)"	"Control_g49.4"	"Control_g49.2"	"Control"	"None"	"EQ121789"	94560	94762	"+"	1	"GL349668"	744463	744665	"+"	1	203	203	203	100	100	100	203	0	0	0	2	202	67	NA	"Control_g49_4"
"repressor (LOC100169627)"	"Control_g49.5"	"Control_g49.3"	"Control"	"None"	"EQ121789"	94839	95198	"+"	1	"GL349668"	744742	745101	"+"	1	360	360	360	100	100	100	360	0	0	0	3	359	119	NA	"Control_g49_5"
"repressor (LOC100169627)"	"Control_g49.6"	"Control_g49.6"	"Control"	"None"	"EQ121789"	96043	96565	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Control_g49_6"
"repressor (LOC100169627)"	"Control_g49.7"	"Control_g49.7"	"Control"	"None"	"EQ121789"	96682	97379	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Control_g49_7"
"receptor for activated C kinase, putative (LOC100161499)"	"Control_g50.1"	"Control_g50.1"	"Control"	"None"	"EQ114848"	35125	34833	"-"	1	"GL350483"	18008	18300	"+"	1	293	293	293	100	100	100	293	0	0	0	156	293	46	NA	"Control_g50_1"
"receptor for activated C kinase, putative (LOC100161499)"	"Control_g50.2"	"Control_g50.2"	"Control"	"None"	"EQ114848"	34586	33288	"-"	1	"GL350483"	18547	19845	"+"	1	1299	1299	1299	100	100	100	1299	0	0	0	1	810	269	NA	"Control_g50_2"
"Rad51C"	"Control_g51.1"	"Rad51C.1"	"Control"	"None"	"EQ114823"	120883	120784	"-"	1	"GL349752"	79828	79927	"+"	1	100	100	100	100	100	100	100	0	0	0	1	99	33	NA	"Control_g51_1"
"Rad51C"	"Control_g51.2"	"Rad51C.2"	"Control"	"None"	"EQ114823"	120604	120501	"-"	1	"GL349752"	80107	80210	"+"	1	104	104	104	100	100	100	104	0	0	0	3	104	34	NA	"Control_g51_2"
"Rad51C"	"Control_g51.3"	"Rad51C.4"	"Control"	"None"	"EQ114823"	119612	119506	"-"	1	"GL349752"	81099	81205	"+"	1	107	107	107	100	100	100	107	0	0	0	2	106	35	NA	"Control_g51_3"
"Rad51C"	"Control_g51.4"	"Rad51C.3"	"Control"	"None"	"EQ114823"	119821	119697	"-"	1	"GL349752"	80890	81014	"+"	1	125	125	125	100	100	100	125	0	0	0	1	123	41	NA	"Control_g51_4"
"Rad51C"	"Control_g51.5"	"Rad51C.8"	"Control"	"None"	"EQ114823"	104215	104090	"-"	1	"GL349752"	96805	96930	"+"	1	126	126	126	100	100	100	126	0	0	0	1	126	41	NA	"Control_g51_5"
"Rad51C"	"Control_g51.6"	"Rad51C.6"	"Control"	"None"	"EQ114823"	118697	118569	"-"	1	"GL349752"	82014	82142	"+"	1	129	129	129	100	100	100	129	0	0	0	1	129	43	NA	"Control_g51_6"
"Rad51C"	"Control_g51.7"	"Rad51C.5"	"Control"	"None"	"EQ114823"	119068	118878	"-"	1	"GL349752"	81643	81833	"+"	1	191	191	191	100	100	100	191	0	0	0	3	191	63	NA	"Control_g51_7"
"Rad51C"	"Control_g51.8"	"Rad51C.7"	"Control"	"None"	"EQ114823"	117537	117346	"-"	1	"GL349752"	83174	83365	"+"	1	192	192	192	100	100	100	192	0	0	0	1	192	64	NA	"Control_g51_8"
"rab30_LOC100164967_XM_001945271"	"Control_g52.1"	"Control_g52.5"	"Control"	"None"	"EQ114779"	65904	65875	"-"	1	"GL350175"	111879	111908	"+"	1	30	30	30	100	100	100	30	0	0	0	1	30	9	NA	"Control_g52_1"
"rab30_LOC100164967_XM_001945271"	"Control_g52.2"	"Control_g52.2"	"Control"	"None"	"EQ114779"	68021	67938	"-"	1	"GL350175"	109762	109845	"+"	1	84	84	84	100	100	100	84	0	0	0	1	84	28	NA	"Control_g52_2"
"rab30_LOC100164967_XM_001945271"	"Control_g52.3"	"Control_g52.4"	"Control"	"None"	"EQ114779"	67207	67056	"-"	1	"GL350175"	110576	110727	"+"	1	152	152	152	100	100	100	152	0	0	0	3	152	50	NA	"Control_g52_3"
"rab30_LOC100164967_XM_001945271"	"Control_g52.4"	"Control_g52.3"	"Control"	"None"	"EQ114779"	67458	67275	"-"	1	"GL350175"	110325	110508	"+"	1	184	184	184	100	100	100	184	0	0	0	1	183	61	NA	"Control_g52_4"
"rab30_LOC100164967_XM_001945271"	"Control_g52.5"	"Control_g52.1"	"Control"	"None"	"EQ114779"	70201	69696	"-"	1	"GL350175"	107582	108087	"+"	1	506	506	506	100	100	100	506	0	0	0	420	506	29	NA	"Control_g52_5"
"putative eukaryotic translation initiation factor 3 subunit 6 (LOC100161441)"	"Control_g53.1"	"Control_g53.2"	"Control"	"None"	"EQ119404"	3780	3664	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Control_g53_1"
"putative eukaryotic translation initiation factor 3 subunit 6 (LOC100161441)"	"Control_g53.2"	"Control_g53.6"	"Control"	"None"	"EQ119404"	2138	2021	"-"	1	"GL350516"	2350	2233	"-"	1	118	118	118	100	100	100	118	0	0	0	2	118	39	NA	"Control_g53_2"
"putative eukaryotic translation initiation factor 3 subunit 6 (LOC100161441)"	"Control_g53.3"	"Control_g53.4"	"Control"	"None"	"EQ119404"	2654	2532	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Control_g53_3"
"putative eukaryotic translation initiation factor 3 subunit 6 (LOC100161441)"	"Control_g53.4"	"Control_g53.9"	"Control"	"None"	"EQ119404"	1376	1229	"-"	1	"GL350516"	1588	1441	"-"	1	148	148	148	100	100	100	148	0	0	0	2	148	49	NA	"Control_g53_4"
"putative eukaryotic translation initiation factor 3 subunit 6 (LOC100161441)"	"Control_g53.5"	"Control_g53.3"	"Control"	"None"	"EQ119404"	3588	3427	"-"	1	"GL350516"	3800	3639	"-"	1	162	162	162	100	100	100	162	0	0	0	1	162	54	NA	"Control_g53_5"
"putative eukaryotic translation initiation factor 3 subunit 6 (LOC100161441)"	"Control_g53.6"	"Control_g53.7"	"Control"	"None"	"EQ119404"	1943	1732	"-"	1	"GL350516"	2155	1944	"-"	1	212	212	212	100	100	100	212	0	0	0	1	213	71	NA	"Control_g53_6"
"putative eukaryotic translation initiation factor 3 subunit 6 (LOC100161441)"	"Control_g53.7"	"Control_g53.5"	"Control"	"None"	"EQ119404"	2458	2226	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Control_g53_7"
"putative eukaryotic translation initiation factor 3 subunit 6 (LOC100161441)"	"Control_g53.8"	"Control_g53.8"	"Control"	"None"	"EQ119404"	1673	1439	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Control_g53_8"
"putative eukaryotic translation initiation factor 3 subunit 6 (LOC100161441)"	"Control_g53.9"	"Control_g53.1"	"Control"	"None"	"EQ119404"	4289	3971	"-"	1	"GL350516"	4501	4183	"-"	1	319	319	319	100	100	100	319	0	0	0	1	174	57	NA	"Control_g53_9"
"Protein ADRM1 homolog (p42E) (LOC100161364)"	"Control_g54.1"	"Control_g54.1"	"Control"	"None"	"EQ124276"	252108	252205	"+"	1	"GL350407"	132023	131926	"-"	1	98	98	98	100	100	100	98	0	0	0	2	97	32	NA	"Control_g54_1"
"Protein ADRM1 homolog (p42E) (LOC100161364)"	"Control_g54.2"	"Control_g54.7"	"Control"	"None"	"EQ124276"	254865	254963	"+"	1	"GL350407"	129266	129168	"-"	1	99	99	99	100	100	100	99	0	0	0	3	98	32	NA	"Control_g54_2"
"Protein ADRM1 homolog (p42E) (LOC100161364)"	"Control_g54.3"	"Control_g54.4"	"Control"	"None"	"EQ124276"	253764	253866	"+"	1	"GL350407"	130367	130265	"-"	1	103	103	103	100	100	100	103	0	0	0	1	102	34	NA	"Control_g54_3"
"Protein ADRM1 homolog (p42E) (LOC100161364)"	"Control_g54.4"	"Control_g54.5"	"Control"	"None"	"EQ124276"	254474	254582	"+"	1	"GL350407"	129657	129549	"-"	1	109	109	109	100	100	100	109	0	0	0	3	107	35	NA	"Control_g54_4"
"Protein ADRM1 homolog (p42E) (LOC100161364)"	"Control_g54.5"	"Control_g54.3"	"Control"	"None"	"EQ124276"	253570	253686	"+"	1	"GL350407"	130561	130445	"-"	1	117	117	117	100	100	100	117	0	0	0	1	117	39	NA	"Control_g54_5"
"Protein ADRM1 homolog (p42E) (LOC100161364)"	"Control_g54.6"	"Control_g54.6"	"Control"	"None"	"EQ124276"	254640	254797	"+"	1	"GL350407"	129491	129334	"-"	1	158	158	158	100	100	100	158	0	0	0	3	158	52	NA	"Control_g54_6"
"Protein ADRM1 homolog (p42E) (LOC100161364)"	"Control_g54.7"	"Control_g54.8"	"Control"	"None"	"EQ124276"	255045	255223	"+"	1	"GL350407"	129086	128908	"-"	1	179	179	179	100	100	100	179	0	0	0	3	179	59	NA	"Control_g54_7"
"Protein ADRM1 homolog (p42E) (LOC100161364)"	"Control_g54.8"	"Control_g54.2"	"Control"	"None"	"EQ124276"	252302	252533	"+"	1	"GL350407"	131829	131598	"-"	1	232	232	232	100	100	100	232	0	0	0	2	232	77	NA	"Control_g54_8"
"Protein ADRM1 homolog (p42E) (LOC100161364)"	"Control_g54.9"	"Control_g54.9"	"Control"	"None"	"EQ124276"	256925	257337	"+"	1	"GL350407"	127206	126794	"-"	1	413	413	413	100	100	100	413	0	0	0	1	228	75	NA	"Control_g54_9"
"prostaglandin E synthase 2 (LOC100162234)"	"Control_g55.1"	"Control_g55.3"	"Control"	"None"	"EQ121875"	9791	9579	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Control_g55_1"
"prostaglandin E synthase 2 (LOC100162234)"	"Control_g55.2"	"Control_g55.2"	"Control"	"None"	"EQ121875"	10253	9847	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Control_g55_2"
"prostaglandin E synthase 2 (LOC100162234)"	"Control_g55.3"	"Control_g55.1"	"Control"	"None"	"EQ121875"	10893	10322	"-"	1	"GL349711"	202416	202973	"+"	15	572	558	572	97.6	97.6	100	558	0	0	0	267	572	102	NA	"Control_g55_3"
"prostaglandin E synthase 2 (LOC100162234)"	"Control_g55.4"	"Control_g55.4"	"Control"	"None"	"EQ121875"	9513	8445	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Control_g55_4"
"prolyl 4-hydroxylase alpha subunit 1, putative (LOC100165503)"	"Control_g56.1"	"Control_g56.6"	"Control"	"None"	"EQ122407"	3172	3128	"-"	1	"GL350269"	157701	157745	"+"	1	45	45	45	100	100	100	45	0	0	0	1	45	15	NA	"Control_g56_1"
"prolyl 4-hydroxylase alpha subunit 1, putative (LOC100165503)"	"Control_g56.2"	"Control_g56.3"	"Control"	"None"	"EQ122407"	5733	5597	"-"	1	"GL350269"	155140	155276	"+"	1	137	137	137	100	100	100	137	0	0	0	3	137	45	NA	"Control_g56_2"
"prolyl 4-hydroxylase alpha subunit 1, putative (LOC100165503)"	"Control_g56.3"	"Control_g56.8"	"Control"	"None"	"EQ122407"	2211	2069	"-"	1	"GL350269"	158662	158804	"+"	1	143	143	143	100	100	100	143	0	0	0	65	142	26	NA	"Control_g56_3"
"prolyl 4-hydroxylase alpha subunit 1, putative (LOC100165503)"	"Control_g56.4"	"Control_g56.2"	"Control"	"None"	"EQ122407"	15389	15221	"-"	1	"GL350269"	134663	134831	"+"	1	169	169	169	100	100	100	169	0	0	0	1	168	56	NA	"Control_g56_4"
"prolyl 4-hydroxylase alpha subunit 1, putative (LOC100165503)"	"Control_g56.5"	"Control_g56.7"	"Control"	"None"	"EQ122407"	2869	2701	"-"	1	"GL350269"	158004	158172	"+"	1	169	169	169	100	100	100	169	0	0	0	1	168	56	NA	"Control_g56_5"
"prolyl 4-hydroxylase alpha subunit 1, putative (LOC100165503)"	"Control_g56.6"	"Control_g56.4"	"Control"	"None"	"EQ122407"	5526	5296	"-"	1	"GL350269"	155347	155577	"+"	1	231	231	231	100	100	100	231	0	0	0	1	231	77	NA	"Control_g56_6"
"prolyl 4-hydroxylase alpha subunit 1, putative (LOC100165503)"	"Control_g56.7"	"Control_g56.1"	"Control"	"None"	"EQ122407"	16274	16035	"-"	1	"GL350269"	133778	134017	"+"	1	240	240	240	100	100	100	240	0	0	0	1	240	80	NA	"Control_g56_7"
"prolyl 4-hydroxylase alpha subunit 1, putative (LOC100165503)"	"Control_g56.8"	"Control_g56.5"	"Control"	"None"	"EQ122407"	3759	3520	"-"	1	"GL350269"	157114	157353	"+"	1	240	240	240	100	100	100	240	0	0	0	1	240	80	NA	"Control_g56_8"
"programmed cell death (LOC100162476)"	"Control_g57.1"	"Control_g57.3"	"Control"	"None"	"EQ111416"	7789	7890	"+"	1	"GL349826"	530548	530649	"+"	1	102	102	102	100	100	100	102	0	0	0	1	102	34	NA	"Control_g57_1"
"programmed cell death (LOC100162476)"	"Control_g57.2"	"Control_g57.6"	"Control"	"None"	"EQ111416"	8609	8719	"+"	1	"GL349826"	531368	531478	"+"	1	111	111	111	100	100	100	111	0	0	0	1	111	37	NA	"Control_g57_2"
"programmed cell death (LOC100162476)"	"Control_g57.3"	"Control_g57.7"	"Control"	"None"	"EQ111416"	8794	8933	"+"	1	"GL349826"	531538	531677	"+"	1	140	140	140	100	100	100	140	0	0	0	1	138	46	NA	"Control_g57_3"
"programmed cell death (LOC100162476)"	"Control_g57.4"	"Control_g57.2"	"Control"	"None"	"EQ111416"	6676	6836	"+"	1	"GL349826"	529435	529595	"+"	1	161	161	161	100	100	100	161	0	0	0	3	161	53	NA	"Control_g57_4"
"programmed cell death (LOC100162476)"	"Control_g57.5"	"Control_g57.5"	"Control"	"None"	"EQ111416"	8298	8520	"+"	1	"GL349826"	531057	531279	"+"	1	223	223	223	100	100	100	223	0	0	0	2	223	74	NA	"Control_g57_5"
"programmed cell death (LOC100162476)"	"Control_g57.6"	"Control_g57.4"	"Control"	"None"	"EQ111416"	7951	8228	"+"	1	"GL349826"	530710	530987	"+"	1	278	278	278	100	100	100	278	0	0	0	1	276	92	NA	"Control_g57_6"
"programmed cell death (LOC100162476)"	"Control_g57.7"	"Control_g57.1"	"Control"	"None"	"EQ111416"	4532	5218	"+"	1	"GL349826"	527291	527977	"+"	1	687	687	687	100	100	99.9	686	1	0	0	3	284	93	NA	"Control_g57_7"
"programmed cell death (LOC100162476)"	"Control_g57.8"	"Control_g57.8"	"Control"	"None"	"EQ111416"	9018	10537	"+"	1	"GL349826"	531762	533282	"+"	1	1520	1520	1520	100	100	99.7	1517	2	3	0	1238	1327	29	NA	"Control_g57_8"
"PRKCA-binding protein (LOC100166264)"	"Control_g58.1"	"Control_g58.1"	"Control"	"None"	"EQ120284"	51321	51275	"-"	1	"GL350330"	228675	228629	"-"	1	47	47	47	100	100	100	47	0	0	0	1	45	15	NA	"Control_g58_1"
"PRKCA-binding protein (LOC100166264)"	"Control_g58.2"	"Control_g58.2"	"Control"	"None"	"EQ120284"	51214	51100	"-"	1	"GL350330"	228568	228454	"-"	1	115	115	115	100	100	100	115	0	0	0	2	115	38	NA	"Control_g58_2"
"PRKCA-binding protein (LOC100166264)"	"Control_g58.3"	"Control_g58.3"	"Control"	"None"	"EQ120284"	50995	50867	"-"	1	"GL350330"	228349	228221	"-"	1	129	129	129	100	100	100	129	0	0	0	1	129	43	NA	"Control_g58_3"
"PRKCA-binding protein (LOC100166264)"	"Control_g58.4"	"Control_g58.5"	"Control"	"None"	"EQ120284"	50411	50278	"-"	1	"GL350330"	227765	227632	"-"	1	134	134	134	100	100	100	134	0	0	0	3	134	44	NA	"Control_g58_4"
"PRKCA-binding protein (LOC100166264)"	"Control_g58.5"	"Control_g58.6"	"Control"	"None"	"EQ120284"	50218	50025	"-"	1	"GL350330"	227572	227379	"-"	1	194	194	194	100	100	100	194	0	0	0	1	192	64	NA	"Control_g58_5"
"PRKCA-binding protein (LOC100166264)"	"Control_g58.6"	"Control_g58.4"	"Control"	"None"	"EQ120284"	50783	50510	"-"	1	"GL350330"	228137	227864	"-"	1	274	274	274	100	100	100	274	0	0	0	1	273	91	NA	"Control_g58_6"
"PRKCA-binding protein (LOC100166264)"	"Control_g58.7"	"Control_g58.7"	"Control"	"None"	"EQ120284"	49917	49623	"-"	1	"GL350330"	227271	226977	"-"	1	295	295	295	100	100	100	295	0	0	0	2	295	98	NA	"Control_g58_7"
"PRKCA-binding protein (LOC100166264)"	"Control_g58.8"	"Control_g58.8"	"Control"	"None"	"EQ120284"	49531	49023	"-"	1	"GL350330"	226885	226377	"-"	1	509	509	509	100	100	100	509	0	0	0	1	180	59	NA	"Control_g58_8"
"prefoldin subunit 2 (LOC100167511)"	"Control_g59.1"	"Control_g59.1"	"Control"	"None"	"EQ116807"	75614	75880	"+"	1	"GL349913"	380320	380586	"+"	1	267	267	267	100	100	99.6	266	1	0	0	134	265	44	NA	"Control_g59_1"
"prefoldin subunit 2 (LOC100167511)"	"Control_g59.2"	"Control_g59.2"	"Control"	"None"	"EQ116807"	75959	76428	"+"	1	"GL349913"	380665	381134	"+"	1	470	470	470	100	100	100	470	0	0	0	2	148	48	NA	"Control_g59_2"
